gameTitle,platform,Publisher,developer,ReleaseDate
Sotsugyou Crossworld,PS,Hearty Robin,Hearty Robin,28/06/1996
Parlor! Mini 2,SNES,Nippon Telenet,Nippon Telenet,28/06/1996
Tanjou S Debut,SAT,NEC Interchannel,NEC Interchannel,28/06/1996
SD Gundam: Over Galaxian,PS,Bandai,Bandai,28/06/1996
Strikers 1945,SAT,Atlus,Psikyo,28/06/1996
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,Compile,Compile,28/06/1996
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,Sonnet,Sonnet,28/06/1996
Gunship,PS,Microprose,MicroProse,03/07/1996
Galaxy Fight,SAT,Sunsoft,Santaclaus,03/07/1996
SimCity 2000,PS,Maxis,Maxis,09/07/1996
Tokimeki Memorial: Forever with You,SAT,Konami,Konami,19/07/1996
Olympic Summer Games: Atlanta 1996,PS,Eidos Interactive,Silicon Dreams,23/07/1996
Tecmo's Deception,PS,Tecmo,Tecmo,25/07/1996
World Stadium EX,PS,Namco,Namco,26/07/1996
NOëL: NOT DiGITAL,PS,Pioneer LDC,Pioneer LDC,26/07/1996
Namco Museum Vol.1,PS,Namco,Namco,31/07/1996
Virtua Fighter Kids,SAT,Sega,Sega-AM2,31/07/1996
NiGHTS into dreams...,SAT,Sega,Sonic Team,01/08/1996
Tetris Attack,SNES,Nintendo,Intelligent Systems,04/08/1996
Bogey: Dead 6,PS,Sony Computer Entertainment,Pegasus Japan,06/08/1996
Die Hard Trilogy,PS,Fox Interactive,Probe Entertainment Limited,31/08/1996
Madden NFL 97,PS,EA Sports,EA Tiburon,31/08/1996
Beyond The Beyond,PS,Sony Computer Entertainment,Camelot Software Planning,31/08/1996
NCAA Gamebreaker,PS,Sony Computer Entertainment,SCEA,31/08/1996
Project Overkill,PS,Konami,Konami,31/08/1996
Jumping Flash! 2,PS,Sony Computer Entertainment,Exact,31/08/1996
Project: Horned Owl,PS,Sony Computer Entertainment,Alfa System,31/08/1996
Baku Baku,SAT,Sega,Sega-AM2,31/08/1996
Adidas Power Soccer,PS,Psygnosis,Shen Studios,31/08/1996
Strike Point,PS,American Technos,"MotiveTime, Ltd.",01/09/1996
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,Bandai,Bec,20/09/1996
Real Bout Garou Densetsu,SAT,SNK,SNK Corporation,20/09/1996
Gallop Racer (JP),PS,Tecmo,Tecmo,27/09/1996
Tokimeki Memorial: Taisen Pazurudama,SAT,Konami,Konami,27/09/1996
Sega Ages: After Burner II,SAT,Sega,Sega,27/09/1996
The King of Fighters '96,NG,SNK,SNK Corporation,27/09/1996
Haunted Casino,SAT,Societa,Societa,27/09/1996
Ridge Racer Revolution,PS,Namco,Namco,30/09/1996
Street Fighter Alpha 2,PS,Capcom,Capcom,30/09/1996
Formula 1,PS,Sony Computer Entertainment,Bizarre Creations,30/09/1996
Street Fighter Alpha 2,SAT,Capcom,Capcom,30/09/1996
MLB Pennant Race,PS,Sony Computer Entertainment,Sony Interactive Studios America,30/09/1996
Namco Museum Vol.2,PS,Namco,Namco,30/09/1996
PGA Tour 97,PS,EA Sports,VAC,30/09/1996
WipEout XL,PS,Sony Computer Entertainment,Psygnosis,30/09/1996
Time Commando,PS,Activision,Adeline Software,30/09/1996
Black Dawn,PS,Virgin Interactive,Black Ops Entertainment,30/09/1996
Power Rangers Zeo Full Tilt Battle Pinball,PS,Bandai,Kaze,30/09/1996
Penny Racers,PS,Sony Computer Entertainment,Tamsoft,01/10/1996
Psychic Force,PS,Acclaim Entertainment,Taito Corporation,03/10/1996
Tetris Plus,PS,Jaleco,Atlus Co.,18/10/1996
Langrisser III,SAT,NCS,NCS,18/10/1996
Lunar: Silver Star Story,SAT,Kadokawa Shoten,Kadokawa Shoten,25/10/1996
Twisted Metal 2,PS,Sony Computer Entertainment,SingleTrac,31/10/1996
Jet Moto,PS,Sony Computer Entertainment,SingleTrac,31/10/1996
Soviet Strike,PS,Electronic Arts,EA Tiburon,31/10/1996
NBA Live 97,PS,EA Sports,Electronic Arts,31/10/1996
WWF in Your House,PS,Acclaim Entertainment,"Sculptured Software, Inc.",31/10/1996
NHL 97,PS,EA Sports,Visual Concepts,31/10/1996
NHL FaceOff '97,PS,Sony Computer Entertainment,Killer Game,31/10/1996
King's Field II,PS,ASCII Entertainment,From Software,31/10/1996
Pandemonium!,PS,Crystal Dynamics,Toys for Bob,31/10/1996
Tunnel B1,PS,Acclaim Entertainment,Neon,31/10/1996
Iron Man / X-O Manowar in Heavy Metal,PS,Acclaim Entertainment,"Realtime Associates, Inc.",31/10/1996
Starwinder: The Ultimate Space Race,PS,Mindscape,Mindscape,31/10/1996
The Adventures of Lomax,PS,Psygnosis,Psygnosis,31/10/1996
SimCity 2000,SNES,Black Pearl,HAL Laboratory,01/11/1996
Warhammer: Shadow of the Horned Rat,PS,SSI,Games Workshop,01/11/1996
Namco Soccer Prime Goal,PS,Sony Computer Entertainment,Namco,01/11/1996
Burning Road,PS,Playmates,Toka,12/11/1996
Tomb Raider,PS,Eidos Interactive,Core Design Ltd.,14/11/1996
Blood Omen: Legacy of Kain,PS,Crystal Dynamics,Silicon Knights,14/11/1996
Wonder Project J2: Koruro no Mori no Josette,N64,Enix,Givro Corporation,22/11/1996
Killer Instinct Gold,N64,Nintendo,Rare Ltd.,25/11/1996
Bubsy 3D,PS,Accolade,Eidetic,26/11/1996
3D Baseball,PS,Mindscape,Crystal Dynamics,27/11/1996
Parlor! Mini 4,SNES,Nippon Telenet,Nippon Telenet,29/11/1996
TNN Motor Sports Hardcore 4x4,PS,ASC Games,Gremlin Interactive,30/11/1996
Andretti Racing,PS,EA Sports,Stormfront Studios,30/11/1996
Virtua Cop 2,SAT,Sega,Sega-AM2,30/11/1996
FIFA Soccer 97,PS,EA Sports,EA Canada,30/11/1996
Robotron X,PS,Midway Games,Player 1,30/11/1996
NHL Open Ice,PS,Midway Games,Avalanche Software,30/11/1996
Spot Goes to Hollywood,PS,Virgin Interactive,Eurocom Entertainment Software,30/11/1996
Suikoden,PS,Konami,Konami,01/12/1996
Momotarou Dentetsu Happy,SNES,Hudson Soft,Hudson Soft,06/12/1996
Street Fighter Alpha 2,SNES,Capcom,Capcom,19/12/1996
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,ASCII Entertainment,KID Corporation,20/12/1996
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,Tomy Corporation,Yuke's Media Creations,20/12/1996
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,Imagineer,Genki,20/12/1996
Fire ProWrestling S: 6Men Scramble,SAT,Human Entertainment,Human Entertainment,27/12/1996
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,Seta Corporation,Seta Corporation,28/12/1996
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,Midway Games,Digital Eclipse,31/12/1996
Cool Boarders,PS,Sony Computer Entertainment,UEP Systems,31/12/1996
The King of Fighters '96,SAT,SNK,SNK Corporation,31/12/1996
Crusader: No Remorse,PS,Electronic Arts,Realtime Associates,31/12/1996
Mega Man X4,PS,Capcom,Capcom,01/01/1997
Jampack Vol. 1,PS,Sony Computer Entertainment,Sony Computer Entertainment America,01/01/1997
Namco Museum Vol.5,PS,Namco,Namco,01/01/1997
Saturn Bomberman,SAT,Sega,Hudson Soft,01/01/1997
NBA Hangtime,PS,Midway Games,Midway Games,01/01/1997
Lethal Enforcers I & II,PS,Konami,Konami,01/01/1997
NBA Hangtime,N64,Midway Games,Fun Com,17/01/1997
Kirby's Star Stacker,GB,Nintendo,HAL Laboratory,24/01/1997
EVE: burst error,SAT,Imagineer,C's Ware,24/01/1997
Princess Maker: Yumemiru Yosei,PS,Sony Computer Entertainment,Unknown,24/01/1997
Namco Museum Vol.3,PS,Namco,Namco,31/01/1997
Rally Cross,PS,Sony Computer Entertainment,Sony Computer Entertainment America,31/01/1997
Carnage Heart,PS,Sony Computer Entertainment,ArtDink,31/01/1997
Puyo Puyo Sun,SAT,Compile,Compile,14/02/1997
Sakura Taisen Hanagumi Tsuushin,SAT,Sega,Sega,14/02/1997
Choro Q2,PS,Takara,Takara,21/02/1997
Itoi Shigesato no Bass Tsuri No. 1,SNES,Nintendo,HAL Laboratory,21/02/1997
Test Drive: Off Road,PS,Accolade,Motivetime,28/02/1997
Blast Corps,N64,Nintendo,Rare Ltd.,28/02/1997
Independence Day,PS,Fox Interactive,Radical Entertainment,28/02/1997
Command & Conquer,PS,Westwood Studios,Westwood Studios,28/02/1997
MechWarrior 2: 31st Century Combat,PS,Activision,Quantum Factory,28/02/1997
The Incredible Hulk: The Pantheon Saga,PS,Eidos Interactive,Attention To Detail,28/02/1997
Kowloon's Gate,PS,Sony Computer Entertainment,ArtDink,28/02/1997
Crypt Killer,PS,Konami,Konami Computer Entertainment Tokyo,28/02/1997
The Crow: City of Angels,PS,Acclaim Entertainment,Gray Matter,28/02/1997
Neon Genesis Evangelion 2nd Impression,SAT,Sega,Sega,07/03/1997
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,Bandai,Bec,07/03/1997
NBA ShootOut '97,PS,Sony Computer Entertainment,SCEE London Studio,14/03/1997
Jikkyou Powerful Pro Yakyuu 4,N64,Konami,Diamond Head,14/03/1997
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,Konami,Diamond Head,20/03/1997
Vandal Hearts,PS,Konami,Konami Computer Entertainment Tokyo,27/03/1997
Big Bass World Championship,PS,Hot-B,Unknown,27/03/1997
The Conveni: Ano Machi wo Dokusen Seyo,PS,Human Entertainment,Human Entertainment,28/03/1997
Shin Super Robot Taisen Special Disk,PS,Banpresto,Banpresto,28/03/1997
Pro Yakyuu Greatest Nine '97,SAT,Sega,Sega,28/03/1997
Theme Hospital,PC,Electronic Arts,Bullfrog Productions,31/03/1997
Battle Stations,PS,Electronic Arts,Realtime Associates,31/03/1997
Battle Arena Toshinden 3,PS,Playmates,Takara,31/03/1997
TigerShark,PS,GT Interactive,n-Space,31/03/1997
Power Stakes,PS,Aques,TOSE,11/04/1997
Sentimental Graffiti: First Window,SAT,NEC Interchannel,NEC Interchannel,11/04/1997
Tobal 2,PS,Square,DreamFactory,25/04/1997
Kakyuusei,SAT,Elf,Elf,25/04/1997
Rage Racer,PS,Namco,Namco,30/04/1997
Fighters MEGAMiX,SAT,Sega,Sega-AM2,30/04/1997
Descent Maximum,PS,Interplay,Parallax Software,30/04/1997
Grand Slam,PS,Virgin Interactive,Burst Studios,30/04/1997
Rush Hour,PS,Psygnosis,Clockwork Games,30/04/1997
Tail of the Sun,PS,Sony Computer Entertainment,ArtDink,30/04/1997
MDK,PC,Playmates,Shiny Entertainment,30/04/1997
Wing Commander IV: The Price of Freedom,PS,Origin Systems,"Origin Systems, Inc.",14/05/1997
War Gods,N64,Midway Games,Eurocom Entertainment Software,21/05/1997
Mini-Yonku GB: Let's & Go!!,GB,ASCII Entertainment,Jupiter Multimedia,23/05/1997
Marie no Atelier: Salburg no Renkinjutsushi,PS,Gust,Gust,23/05/1997
Broken Helix,PS,Konami,Konami,29/05/1997
Hexen,N64,GT Interactive,Software Creations,31/05/1997
Thunder Truck Rally,PS,Psygnosis,Reflections Interactive,31/05/1997
Codename Tenka,PS,Sony Computer Entertainment,Psygnosis,31/05/1997
The City of Lost Children,PS,Psygnosis,Psygnosis,31/05/1997
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,Bandai,Emotion,06/06/1997
Gundam: The Battle Master,PS,Bandai,Bandai,20/06/1997
Tamagotchi,GB,Bandai,Tom Create,26/06/1997
Dynasty Warriors,PS,KOEI,Omega Force,30/06/1997
Namco Museum Vol.4,PS,Namco,Namco,30/06/1997
Dark Rift,N64,Victory Lap Games,Kronos Digital Entertainment,30/06/1997
Xevious 3D/G+,PS,Namco,Namco,30/06/1997
Hexen: Beyond Heretic,PS,GT Interactive,Raven Software,30/06/1997
Porsche Challenge,PS,Sony Computer Entertainment,SCEE London Studio,30/06/1997
RayStorm,PS,Working Designs,Taito Corporation,30/06/1997
Darklight Conflict,PS,Electronic Arts,Rage Software,30/06/1997
BattleSport,PS,Acclaim Entertainment,Unexpected Development,30/06/1997
Angel Blade: Neo Tokyo Guardians,PS,On Demand,Nippon Ichi Software,03/07/1997
Lunar: Silver Star Story Complete,SAT,Kadokawa Shoten,Kadokawa Shoten,04/07/1997
The King of Fighters '96,PS,SNK,SNK Corporation,04/07/1997
Doukyuusei 2,SAT,NEC Interchannel,Elf,11/07/1997
Clock Tower: The First Fear,PS,Human Entertainment,Human Entertainment,17/07/1997
Real Sound: Kaze no Riguretto,SAT,Warp,Warp,18/07/1997
Madden NFL 98,PS,EA Sports,EA Tiburon,31/07/1997
NCAA Football 98,PS,EA Sports,EA Tiburon,31/07/1997
International Superstar Soccer 64,N64,Konami,Konami Computer Entertainment Osaka,31/07/1997
Dragon Ball GT: Final Bout,PS,Bandai,Bandai,31/07/1997
Mobile Suit Gundam: Perfect One Year War,PS,Bandai,Bandai,31/07/1997
Sonic Jam,SAT,Sega,Sonic Team,31/07/1997
Syndicate Wars,PS,Electronic Arts,Bullfrog,31/07/1997
Herc's Adventures,PS,LucasArts,Big Ape Productions,31/07/1997
Magic: The Gathering - Battlemage,PS,Acclaim Entertainment,Realtime Associates,01/08/1997
Langrisser IV,SAT,NCS,Career Soft,01/08/1997
Oddworld: Abe's Oddysee,PS,GT Interactive,Oddworld Inhabitants,31/08/1997
Nuclear Strike,PS,Electronic Arts,Electronic Arts,31/08/1997
The Lost World: Jurassic Park,PS,Electronic Arts,DreamWorks Interactive,31/08/1997
WarCraft II: The Dark Saga,PS,Electronic Arts,Blizzard Entertainment,31/08/1997
MRC: Multi-Racing Championship,N64,Ocean,Genki,31/08/1997
Resident Evil,SAT,Capcom,Nextech,31/08/1997
Felony 11-79,PS,ASCII Entertainment,Climax Entertainment,31/08/1997
Shadow Warrior,PC,GT Interactive,3D Realms,31/08/1997
Alien Trilogy,PS,Acclaim Entertainment,Probe Entertainment Limited,01/09/1997
Desire,SAT,Imadio,Imadio,11/09/1997
Cart World Series,PS,Sony Computer Entertainment,SCEA,16/09/1997
Discworld II: Mortality Bytes!,PS,Psygnosis,Perfect Entertainment,24/09/1997
Momotaro Douchuuki,SAT,Hudson Soft,SIMS,25/09/1997
Frogger,PS,Hasbro Interactive,Millenium Interactive,30/09/1997
Intelligent Qube,PS,Sony Computer Entertainment,Sony Computer Entertainment,30/09/1997
Bushido Blade,PS,Sony Computer Entertainment,Light Weight,30/09/1997
Need for Speed: V-Rally,PS,Electronic Arts,Infogrames,30/09/1997
Rampage World Tour,PS,Midway Games,Game Refuge,30/09/1997
Clock Tower,PS,ASCII Entertainment,Human Entertainment,30/09/1997
NHL FaceOff 98,PS,Sony Computer Entertainment,Killer Game,30/09/1997
Formula 1 Championship Edition,PS,Sony Computer Entertainment,Bizarre Creations,30/09/1997
F1 Pole Position 64,N64,Ubisoft,Human Entertainment,30/09/1997
G-Police,PS,Sony Computer Entertainment,Wheelhaus,30/09/1997
ClayFighter 63 1/3,N64,Interplay,Danger Productions,30/09/1997
Bravo Air Race,PS,THQ,Xing Entertainment,30/09/1997
NHL Breakaway 98,PS,Acclaim Entertainment,Sculptured Software,30/09/1997
Last Bronx,SAT,Sega,Sega,30/09/1997
Mass Destruction,PS,ASC Games,NMS Software,30/09/1997
Maximum Force,PS,Midway Games,Tantalus Interactive,30/09/1997
Fantastic Four,PS,Acclaim Entertainment,Probe Entertainment Limited,30/09/1997
Pandemonium 2,PS,Midway Games,Toys for Bob,30/09/1997
Mortal Kombat Mythologies: Sub-Zero,PS,Midway Games,Avalanche Software,01/10/1997
Mischief Makers,N64,Nintendo,"Treasure Co., Ltd.",01/10/1997
Top Gear Rally,N64,Kemco,Boss Game Studios,01/10/1997
Mace: The Dark Age,N64,Midway Games,Atari,01/10/1997
Castlevania: Symphony of the Night,PS,Konami,Konami Computer Entertainment Tokyo,02/10/1997
Final Fantasy VII International,PS,Square,SquareSoft,02/10/1997
Dead or Alive,SAT,Tecmo,Team Ninja,09/10/1997
Moon,PS,ASCII Entertainment,Lovedelic,16/10/1997
Game de Hakken!! Tamagotchi 2,GB,Bandai,Tom Create,17/10/1997
AeroFighters Assault,N64,Victory Lap Games,Paradigm Entertainment,30/10/1997
Tomb Raider II,PC,Eidos Interactive,Core Design Ltd.,31/10/1997
Cool Boarders 2,PS,Sony Computer Entertainment,UEP Systems,31/10/1997
Jet Moto 2,PS,Sony Computer Entertainment,SingleTrac,31/10/1997
Fighting Force,PS,Eidos Interactive,Core Design Ltd.,31/10/1997
Madden Football 64,N64,EA Sports,EA Tiburon,31/10/1997
Star Wars: Masters of Teras Kasi,PS,LucasArts,LucasArts,31/10/1997
Duke Nukem 64,N64,GT Interactive,EurocoEntertainment Software,31/10/1997
E0: Enemy Zero,SAT,Sega,Warp,31/10/1997
Puyo Puyo Sun 64,N64,Compile,Compile,31/10/1997
Ghost in the Shell,PS,THQ,Exact,31/10/1997
The Curse of Monkey Island,PC,LucasArts,LucasArts,31/10/1997
Space Invaders,SNES,Nintendo,Taito Corporation,01/11/1997
Bugriders: The Race of Kings,PS,GT Interactive,n-Space,01/11/1997
Devil Summoner: Soul Hackers,SAT,Atlus,Atlus Co.,13/11/1997
Norse by Norsewest: The Return of the Lost Vikings,PS,Interplay,Beam Software,17/11/1997
PO'ed,PS,Accolade,Any Channel,17/11/1997
J-League Pro Soccer Club wo Tsukurou! 2,SAT,Sega,Sega,20/11/1997
Gallop Racer 2: One and Only Road to Victory,PS,Tecmo,Tecmo,20/11/1997
Puyo Puyo Sun Ketteiban,PS,Compile,Compile,27/11/1997
Kirby's Dream Land 3,SNES,Nintendo,HAL Laboratory,27/11/1997
X-Men vs. Street Fighter,SAT,Capcom,Capcom,27/11/1997
Medarot: Kabuto / Kuwagata Version,GB,Imagineer,Natsume,28/11/1997
Moto Racer,PS,Electronic Arts,Delphine Software International,30/11/1997
Riven: The Sequel to Myst,PS,Acclaim Entertainment,SunSoft,30/11/1997
Courier Crisis,PS,GT Interactive,New Level Software,30/11/1997
Sega Touring Car Championship,SAT,Sega,Sega,30/11/1997
Street Fighter Collection,SAT,Capcom,Capcom,30/11/1997
Winter Heat,SAT,Sega,Sega,30/11/1997
Micro Machines V3,PS,Midway Games,Codemasters,30/11/1997
FIFA: Road to World Cup 98,PS,EA Sports,EA Canada,01/12/1997
Spawn the Eternal,PS,Sony Computer Entertainment,Sony Computer Entertainment,01/12/1997
Bomberman 64,N64,Hudson Soft,Hudson Soft,02/12/1997
Wayne Gretzky's 3D Hockey '98,N64,Midway Games,Software Creations,03/12/1997
Mortal Kombat Mythologies: Sub-Zero,N64,Midway Games,Avalanche Software,08/12/1997
Mobile Suit Z-Gundam,PS,Bandai,Bandai,11/12/1997
J-League Jikkyou Winning Eleven 3,PS,Konami,Konami,11/12/1997
Front Mission Alternative,PS,Square,SquareSoft,18/12/1997
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,Bandai,AI,19/12/1997
Jeopardy!,PS,Hasbro Interactive,Artech Studios,01/01/1998
Magical Tetris Challenge,N64,Capcom,Capcom,01/01/1998
Space Station Silicon Valley,N64,Take-Two Interactive,DMA Design,01/01/1998
Interactive Sampler Disc 6,PS,Sony Computer Entertainment,Various,01/01/1998
Actua Tennis,PS,Gremlin Interactive Ltd,Gremlin Interactive,01/01/1998
Robotron 64,N64,Crave Entertainment,Player 1,06/01/1998
Real Robots Final Attack,PS,Banpresto,Banpresto,08/01/1998
Nagano Winter Olympics 98,N64,Konami,Konami Computer Entertainment Osaka,10/01/1998
Option Tuning Car Battle,PS,MTO,Unknown,15/01/1998
Sentimental Graffiti,SAT,NEC Interchannel,NEC Intechannel,22/01/1998
Sound Novel Machi,SAT,ChunSoft,ChunSoft,22/01/1998
Gex: Enter The Gecko,PS,Midway Games,Crystal Dynamics,31/01/1998
WCW Nitro,N64,THQ,Inland Productions,10/02/1998
Pro Yakyuu Team o Tsukurou!,SAT,Sega,Sega,19/02/1998
Winning Post 3,PS,KOEI,Koei,26/02/1998
Project V6,PS,General Entertainment,General Entertainment,26/02/1998
Neo Atlas,PS,ArtDink,Flip Flop Production,26/02/1998
NOëL: La Neige,PS,Pioneer LDC,Pioneer LDC,26/02/1998
Triple Play 99,PS,EA Sports,Treyarch,28/02/1998
WCW vs the World,PS,THQ,Aki Corp.,28/02/1998
NBA ShootOut 98,PS,Sony Computer Entertainment,Sony Interactive Studios America,28/02/1998
Bushido Blade 2,PS,Square EA,Light Weight,28/02/1998
San Francisco Rush: Extreme Racing,PS,Midway Games,Climax Entertainment,28/02/1998
Pitfall 3D: Beyond the Jungle,PS,Activision,Activision,28/02/1998
Auto Destruct,PS,Electronic Arts,Neurostone,28/02/1998
Speed Racer,PS,Jaleco,Amanodai,28/02/1998
Quake,N64,Midway Games,Midway Studios San Diego,24/03/1998
Grand Theft Auto,PC,ASC Games,DMA Design,24/03/1998
Need for Speed III: Hot Pursuit,PS,Electronic Arts,EA Canada,25/03/1998
The King of Fighters '97,SAT,SNK,SNK Corporation,26/03/1998
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,Sega,Sega,26/03/1998
Pro Yakyuu Greatest Nine 98,SAT,Sega,Nextech,26/03/1998
Rampage World Tour,N64,Midway Games,Saffire Corporation,30/03/1998
Reel Fishing,PS,Natsume,Pack-In Video,31/03/1998
Deathtrap Dungeon,PS,Eidos Interactive,Unknown,31/03/1998
The House of the Dead,SAT,Sega,Tantalus Interactive,31/03/1998
G Darius,PS,THQ,Aisystem Tokyo,31/03/1998
Dragon Force II: Kamisarishi Daichi ni,SAT,Sega,Chime,02/04/1998
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,Sega,Sega,04/04/1998
Warhammer: Dark Omen,PS,Electronic Arts,Games Workshop,07/04/1998
Mystical Ninja starring Goemon,N64,Konami,Konami Computer Entertainment Osaka,16/04/1998
Vampire Savior: The Lord of Vampire,SAT,Capcom,Capcom,16/04/1998
Super Robot Taisen F Kanketsuhen,SAT,Banpresto,Banpresto,23/04/1998
World Stadium 2,PS,Namco,Namco,29/04/1998
Shining Force III: Scenario 2,SAT,Sega,Camelot Software Planning,29/04/1998
Breath of Fire III,PS,Capcom,Capcom,30/04/1998
Point Blank,PS,Namco,Namco,30/04/1998
Forsaken 64,N64,Acclaim Entertainment,Iguana Entertainment,30/04/1998
Panzer Dragoon Saga,SAT,Sega,Team Andromeda,30/04/1998
Bust-A-Move 2 Arcade Edition,N64,Acclaim Entertainment,Probe Entertainment Limited,30/04/1998
Army Men,PC,3DO,3DO,30/04/1998
Ogre Battle Series: Tactics Ogre,PS,Atlus,Quest Corporation,01/05/1998
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,Konami,Konami,28/05/1998
The King of Fighters '97,PS,Trigger Apps,SNK Corporation,28/05/1998
Soukaigi,PS,Square,Yuke's,28/05/1998
Road Rash 3D,PS,Electronic Arts,Electronic Arts,31/05/1998
Vigilante 8,PS,Activision,"Luxoflux, Inc.",31/05/1998
Jeremy McGrath Supercross 98,PS,Acclaim Entertainment,Acclaim Entertainment,31/05/1998
Bio FREAKS,N64,Midway Games,Saffire Corporation,31/05/1998
Vigilante 8,N64,Activision,"Luxoflux, Inc.",04/06/1998
Virtual Chess 64,N64,Titus,Titus Software,10/06/1998
World Cup '98 France: Road to Win,SAT,Sega,Sega,11/06/1998
Wetrix,N64,Ocean,Zed Two Limited,12/06/1998
Mortal Kombat 4,PS,Midway Games,Eurocom Entertainment Software,24/06/1998
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,Human Entertainment,Human Entertainment,25/06/1998
Yarudora Series Vol.1: Double Cast,PS,Sony Computer Entertainment,Sugar & Rockets,25/06/1998
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,Sega,Enix,25/06/1998
Slayers Royal,PS,Kadokawa Shoten,ESP Software,25/06/1998
Choro Q Marine: Q Boat,PS,Takara,Takara,25/06/1998
Devil Dice,PS,THQ,Shift,30/06/1998
NFL Xtreme,PS,Sony Computer Entertainment,989 Sports,30/06/1998
Tomba!,PS,Sony Computer Entertainment,Whoopee Camp,30/06/1998
Cardinal Syn,PS,989 Studios,Kronos Digital Entertainment,30/06/1998
Fox Sports Golf '99,PS,Fox Interactive,Gremlin Interactive,30/06/1998
The Granstream Saga,PS,THQ,Shade,30/06/1998
Adidas Power Soccer 98,PS,Psygnosis,Shen Studios,30/06/1998
Bottom of the 9th '99,PS,Konami,Konami,01/07/1998
b.l.u.e.: Legend of Water,PS,Hudson Soft,CAProduction,09/07/1998
Super Robot Spirits,N64,Banpresto,Vertex,17/07/1998
Mission: Impossible,N64,Ocean,Infogrames,18/07/1998
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,Konami,Diamond Head,23/07/1998
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,Gainax Network Systems,Gainax,23/07/1998
Madou Monogatari,SAT,Compile,Compile,23/07/1998
Highschool Terra Story,SAT,KID,KID,23/07/1998
Waialae Country Club: True Golf Classics,N64,Nintendo,Tikipod,29/07/1998
Ojyousama Express,PS,Media Works,MediaWorks,30/07/1998
Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,Jaleco,Jaleco Entertainment,30/07/1998
Angelique Duet,PS,KOEI,Koei,30/07/1998
Breeding Stud 2,PS,Konami,Konami Computer Entertainment Tokyo,30/07/1998
